Acceptor,Donor,DOI,Voc (V),Jsc (mA cm^-2),FF,FF (%),PCE,calculated PCE (%),acceptor type,acceptor class,core fused ring size,donor,acceptor ID with shortened chains,Acceptor SMILES,donor ID with shortened chains,Donor SMILES,Acceptor Mol,Donor Mol,Acceptor ECFP10_2048,Donor ECFP10_2048,HOMO_D (eV),HOMO_A (eV,LUMO_D (eV),LUMO_A (eV),Ehl_D (eV),Ehl_A (eV),Eg_D (eV),Eg_A (eV),wavelength_film_D (nm),wavelength_film_A (nm),wavelength_soln_D (nm),wavelength_soln_A (nm),HOMO_A (eV)
I-IDTBTRh,P3HT,10.1039/C8TC04608E,0.86,8.81,0.71,71.0,5.38,5.379386,sm,fused,5.0,,I-IDTBTRh,CCOc1ccc(C2(c3ccc(OCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\SC(=O)N(CC)C6=O)c6nsnc56)cc32)C(c2ccc(OCC)cc2)(c2ccc(OCC)cc2)c2cc(-c3ccc(/C=C5\SC(=O)N(CC)C5=O)c5nsnc35)sc2-4)cc1,P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a6d50>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e9230>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.01,-5.42,-3.12,-3.68,1.8899999999999997,1.7399999999999998,,1.65,522.0,667.0,450.0,618.0,-5.42
PIDIC2T2Cl,PBDB-T,10.1021/acsami.0c08442,0.82,10.75,0.6,60.0,5.34,5.289,polymer,polymer,,,PIDIC2T2Cl,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5cc(Cl)c(-c6sc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12cc(Cl)c(-c%13sccc%13Cl)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)cc6Cl)s5)cc4C2=C(C#N)C#N)sc1-3,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a6dc0>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e91c0>,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0],-5.33,-5.67,-3.48,-3.87,1.85,1.7999999999999998,1.84,1.55,625.98,706.0,622.5,697.0,-5.67
BTA103,P3HT,10.1039/C8TC03963A,0.94,8.56,0.66,66.0,5.31,5.310624,sm,fused,5.0,,BTA103,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC)nc35)sc2-4)cc1,P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a6e30>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e9150>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.01,-5.37,-3.12,-3.64,1.8899999999999997,1.73,,1.77,522.0,627.0,450.0,617.0,-5.37
CBM,PTB7-Th,10.1021/acs.chemmater.6b00131,0.88,10.6,0.53,53.0,5.3,4.94384,sm,unfused,3.0,,CBM,CCn1c2cc(-c3ccc(C=C(C#N)C#N)c4nsnc34)ccc2c2ccc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a6ea0>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e90e0>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 1],-5.21,-6.05,-3.6,-4.13,1.6099999999999999,1.92,1.58,2.02,705.0,547.0,,497.0,-6.05
P(NDI2OD-T2),PBDTT-TT-F,10.1002/adma.201501214,0.79,11.92,0.56,56.0,5.28,5.273408,sm,PDI,4.0,,P_NDI2OD-T2_,CCN1C(=O)c2cc(-c3ccc(-c4ccc(C)s4)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC)C3=O,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a6f10>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e9070>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 1],-5.3,-5.49,-3.6,-4.05,1.6999999999999997,1.4400000000000004,,1.44,,704.0,,,-5.49
IFBR-d,PTzBI,10.1021/acsami.7b12902,0.99,9.4,0.559,55.9,5.28,5.202054,sm,fused,5.0,,IFBR-d,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5cc(F)c(/C=C6\SC(=S)N(CC)C6=O)c6nsnc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3cc(F)c(/C=C5\SC(=S)N(CC)C5=O)c5nsnc35)sc2-4)cc1,PTzBI,CCc1ccc(-c2c3cc(-c4ccc(-c5c6c(c(-c7ccc(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11ccc(-c%12c%13c(c(-c%14ccc(-c%15cc%16c(-c%17ccc(CC)s%17)c%17sc(-c%18ccc(-c%19c%20c(c(-c%21cccs%21)c%21nn(CC)nc%19%21)C(=O)N(CC)C%20=O)s%18)cc%17c(-c%17ccc(CC)s%17)c%16s%15)s%14)c%14nn(CC)nc%12%14)C(=O)N(CC)C%13=O)s%11)cc%10c(-c%10ccc(CC)s%10)c9s8)s7)c7nn(CC)nc57)C(=O)N(CC)C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a6f80>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e9000>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.34,-5.67,-3.46,-3.74,1.88,1.9299999999999997,,,,647.0,,,-5.67
BTA1,P3HT,10.1021/acsmacrolett.7b00097,1.02,7.34,0.7,70.0,5.24,5.24076,sm,fused,5.0,,BTA1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6/SC(=S)N(CC)C6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=C5/SC(=S)N(CC)C5=O)c5nn(CC)nc35)sc2-4)cc1,P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a6ff0>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8f90>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.01,-5.49,-3.12,-3.57,1.8899999999999997,1.9200000000000004,,1.85,522.0,610.0,450.0,593.0,-5.49
BTA17,J52-Cl,10.1016/j.orgel.2021.106195,1.09,7.08,0.6717,67.17,5.18,5.18364324,sm,fused,7.0,,BTA17,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(-c6ccc(C=C(C#N)C#N)c7nn(CC)nc67)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(-c4ccc(C=C(C#N)C#N)c5nn(CC)nc45)sc23)cc1,J52-Cl,CCc1sc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(Cl)c(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cc(Cl)c(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cc(Cl)c(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cc(Cl)c(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3cc(Cl)c(CC)s3)c3ccsc23)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a7060>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8f20>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.39,-5.41,-3.45,-3.69,1.9399999999999995,1.7200000000000002,,,,,,,-5.41
Py-2H,PBDB-T,10.1016/j.synthmet.2021.116904,1.01,10.64,0.4781,47.81,5.13,5.13785384,sm,fused,4.0,,Py-2H,CCc1cc(-c2cc(CC)c3ccc4c(-c5cc(CC)c(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)cc(CC)c5ccc2c3c54)sc1/C=C1\C(=O)c2ccccc2C1=C(C#N)C#N,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a70d0>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8eb0>,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0],-5.33,-5.78,-3.48,-3.74,1.85,2.04,1.84,1.69,625.98,626.0,622.5,594.0,-5.78
IDT-2BR,P3HT,10.1039/C5EE02477C,0.84,8.91,0.681,68.1,5.12,5.0968764,sm,fused,5.0,,IDT-2BR,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=C5\SC(=S)N(CC)C5=O)c5nsnc35)sc2-4)cc1,P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a7140>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8e40>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.01,-5.52,-3.12,-3.69,1.8899999999999997,1.8299999999999996,,,522.0,636.0,450.0,,-5.52
TPBT-RCN,P3HT,10.1021/acs.jpcc.0c07162,0.81,10.29,0.6144,61.44,5.11,5.12096256,sm,y,8.0,,TPBT-RCN,CCc1c(/C=c2/sc(=C(C#N)C#N)n(CC)c2=O)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=c7/sc(=C(C#N)C#N)n(CC)c7=O)sc6c5n(CC)c4c3n(CC)c21,P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a71b0>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8dd0>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.01,-5.42,-3.12,-3.71,1.8899999999999997,1.71,,,522.0,,450.0,,-5.42
FBM,PTB7-Th,10.1021/acs.chemmater.6b00131,0.88,11.2,0.51,51.0,5.1,5.02656,sm,unfused,3.0,,FBM,CCC1(CC)c2cc(-c3ccc(C=C(C#N)C#N)c4nsnc34)ccc2-c2ccc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a7220>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8d60>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 1],-5.21,-6.25,-3.6,-4.14,1.6099999999999999,2.1100000000000003,1.58,2.11,705.0,501.0,,486.0,-6.25
BTDT2R,P3HT,10.1021/acsami.9b09256,0.81,9.42,0.67,67.0,5.09,5.112234,sm,unfused,2.0,,BTDT2R,CCOc1c(OCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a7290>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8cf0>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.01,-5.61,-3.12,-3.73,1.8899999999999997,1.8800000000000003,,1.88,522.0,550.0,450.0,530.0,-5.61
Y-T,PBDB-TF,10.1016/j.nanoen.2021.106538,1.19,9.21,0.4615,46.15,5.06,5.05799385,sm,y,8.0,,Y-T,CCc1c(C=C2C(=O)N(CC)C(=S)N(CC)C2=O)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(C=C7C(=O)N(CC)C(=S)N(CC)C7=O)sc6c5n(CC)c4c3n(CC)c21,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a7300>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8c80>,[0 0 0 ... 0 0 0],[1 0 0 ... 0 0 0],-5.49,-5.42,-3.64,-3.7,1.85,1.7199999999999998,1.8,,618.48,,615.0,,-5.42
P-IDTzR,P3HT,10.1039/C8QM00461G,1.02,9.0,0.546,54.6,5.01,5.01228,sm,fused,5.0,,P-IDTzR,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ncc(/C=C6/SC(=S)N(CC)C6=O)s5)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ncc(/C=C5/SC(=S)N(CC)C5=O)s3)sc2-4)cc1,P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a7370>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8c10>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.01,-5.31,-3.12,-3.42,1.8899999999999997,1.8899999999999997,,1.89,522.0,592.0,450.0,571.0,-5.31
DTDfBT(TDPP)2,PTB7,10.1021/acs.chemmater.5b02480,0.81,12.1,0.51,51.0,5.0,4.99851,sm,unfused,2.0,,DTDfBT_TDPP2,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10cccs%10)=C9C(=O)N8CC)s7)s6)c6nsnc56)s4)s3)N(CC)C(=O)C2=C1c1cccs1,PTB7,CCOC(=O)c1sc2csc(-c3cc4c(OCC)c5sc(-c6sc(-c7cc8c(OCC)c9sc(-c%10sc(-c%11cc%12c(OCC)c%13sccc%13c(OCC)c%12s%11)c%11c(F)c(C(=O)OCC)sc%10%11)cc9c(OCC)c8s7)c7c(F)c(C(=O)OCC)sc67)cc5c(OCC)c4s3)c2c1F,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a73e0>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8ba0>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.19,-5.85,-3.43,-4.33,1.7600000000000002,1.5199999999999996,,,,,,,-5.85
PIDIC2T2F,PBDB-TF,10.1021/acsami.0c08442,0.9,12.81,0.43,43.0,4.96,4.95747,polymer,polymer,,,PIDIC2T2F,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5cc(F)c(-c6sc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12cc(F)c(-c%13sccc%13F)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)cc6F)s5)cc4C2=C(C#N)C#N)sc1-3,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a7450>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8b30>,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0],-5.49,-5.73,-3.64,-3.89,1.85,1.8400000000000003,1.8,1.55,618.48,711.0,615.0,701.0,-5.73
IEIC,PBDTTT-E-T,10.1002/adma.201602642,0.9,11.7,0.47,47.0,4.9,4.9491,sm,fused,5.0,,IEIC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5CC)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3CC)sc2-4)cc1,PBDTTT-E-T,CCOC(=O)c1cc2csc(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)cc%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)cc67)cc5c(-c5ccc(CC)s5)c4s3)c2s1,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a74c0>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8ac0>,[0 1 0 ... 0 0 0],[0 0 0 ... 0 0 1],-5.09,-5.42,-3.22,-3.82,1.8699999999999997,1.6,,1.57,,714.97,,700.0,-5.42
PIDIC2T,PBDB-TF,10.1021/acsami.0c08442,0.9,10.47,0.52,52.0,4.89,4.89996,polymer,polymer,,,PIDIC2T,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5ccc(-c6ccc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12ccc(-c%13cccs%13)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)s6)s5)cc4C2=C(C#N)C#N)sc1-3,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a7530>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8a50>,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0],-5.49,-5.65,-3.64,-3.85,1.85,1.8000000000000003,1.8,1.54,618.48,726.0,615.0,691.0,-5.65
PY-1,P1_mishra,10.1039/C7TA04703G,0.83,10.53,0.56,56.0,4.89,4.894344,sm,unfused,3.0,,PY-1,CCc1cc(/C=C2\C(=O)N(CC)C(=O)C(C#N)=C2C)sc1-c1cc(CC)c(-c2cc3c(s2)c2sc(-c4sc(-c5sc(/C=C6/C(=O)N(CC)C(=O)[C@H](C#N)[C@H]6C)cc5CC)cc4CC)cc2n3CC)s1,P1_mishra,CCOc1c2cc(-c3ccc(-c4ccc(-c5ccc(-c6cc7c(OCC)c8sc(-c9ccc(-c%10ccc(-c%11ccc(-c%12cc%13c(OCC)c%14sc(-c%15ccc(-c%16ccc(-c%17cccs%17)c%17nsnc%16%17)s%15)cc%14c(OCC)c%13s%12)s%11)c%11nsnc%10%11)s9)cc8c(OCC)c7s6)s5)c5nsnc45)s3)sc2c(OCC)c2ccsc12,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a75a0>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e89e0>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.1,-5.27,-3.48,-4.0,1.6199999999999997,1.2699999999999996,1.6,1.4,588.0,750.0,532.0,648.0,-5.27
IDIC,P1_yang,10.1021/acsami.8b04432,0.86,8.53,0.6622,66.22,4.86,4.85776676,sm,fused,5.0,,IDIC,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,P1_yang,CCOc1ccc(-c2nc3cc(F)c(F)c(-c4ccc(-c5ccc(-c6cccs6)cc5)s4)c3nc2-c2ccc(OCC)c(OCC)c2)cc1OCC,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a7610>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8970>,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0],-5.17,-5.69,-2.9,-3.91,2.27,1.7800000000000002,1.87,1.63,563.0,716.0,561.0,666.0,-5.69
Qx1b,P3HT,10.1021/acsami.8b00216,0.95,7.34,0.69,69.0,4.81,4.81137,sm,fused,5.0,,Qx1b,CCN1C(=O)/C(=C\c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=C6/SC(=S)N(CC)C6=O)c6nc(-c7ccccc7)c(-c7ccccc7)nc46)cc3C5(CC)CC)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)SC1=S,P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,<rdkit.Chem.rdchem.Mol object at 0x7fdf285a7680>,<rdkit.Chem.rdchem.Mol object at 0x7fdf587e8900>,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],-5.01,-5.35,-3.12,-3.66,1.8899999999999997,1.6899999999999995,,1.68,522.0,660.0,450.0,631.0,-5.35
